name	descr	pvalue	qvalue
CLATHRIN-COATED ENDOCYTIC VESICLE MEMBRANE%GOCC%GO:0030669	CLATHRIN-COATED ENDOCYTIC VESICLE MEMBRANE%GOCC%GO:0030669	0.395	0.599163353402249
CORTICAL ENDOPLASMIC RETICULUM%GOCC%GO:0032541	CORTICAL ENDOPLASMIC RETICULUM%GOCC%GO:0032541	0.395	0.599163353402249
MACROMOLECULE TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:0022884	MACROMOLECULE TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:0022884	0.395	0.599163353402249
PID_DELTA_NP63_PATHWAY%MSIGDB_C2%PID_DELTA_NP63_PATHWAY	PID_DELTA_NP63_PATHWAY%MSIGDB_C2%PID_DELTA_NP63_PATHWAY	0.395	0.599163353402249
DIGESTION AND ABSORPTION%REACTOME DATABASE ID RELEASE 83%8963743	DIGESTION AND ABSORPTION%REACTOME DATABASE ID RELEASE 83%8963743	0.395	0.599163353402249
NEPHROTIC SYNDROME%WIKIPATHWAYS_20220510%WP4758%HOMO SAPIENS	NEPHROTIC SYNDROME%WIKIPATHWAYS_20220510%WP4758%HOMO SAPIENS	0.395	0.599163353402249
LAMELLIPODIUM ASSEMBLY%GOBP%GO:0030032	LAMELLIPODIUM ASSEMBLY%GOBP%GO:0030032	0.396	0.599726437563797
POSITIVE REGULATION OF CELL GROWTH%GOBP%GO:0030307	POSITIVE REGULATION OF CELL GROWTH%GOBP%GO:0030307	0.396	0.599726437563797
REGULATION OF CELL PROJECTION ORGANIZATION%GOBP%GO:0031344	REGULATION OF CELL PROJECTION ORGANIZATION%GOBP%GO:0031344	0.396	0.599726437563797
POSITIVE REGULATION OF INTERLEUKIN-8 PRODUCTION%GOBP%GO:0032757	POSITIVE REGULATION OF INTERLEUKIN-8 PRODUCTION%GOBP%GO:0032757	0.396	0.599726437563797
ORGANELLE LOCALIZATION BY MEMBRANE TETHERING%GOBP%GO:0140056	ORGANELLE LOCALIZATION BY MEMBRANE TETHERING%GOBP%GO:0140056	0.396	0.599726437563797
POSITIVE REGULATION OF TRANSCRIPTION OF NUCLEOLAR LARGE RRNA BY RNA POLYMERASE I%GOBP%GO:1901838	POSITIVE REGULATION OF TRANSCRIPTION OF NUCLEOLAR LARGE RRNA BY RNA POLYMERASE I%GOBP%GO:1901838	0.396	0.599726437563797
CELLULAR RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0071466	CELLULAR RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0071466	0.396	0.599726437563797
DISORDERED DOMAIN SPECIFIC BINDING%GOMF%GO:0097718	DISORDERED DOMAIN SPECIFIC BINDING%GOMF%GO:0097718	0.396	0.599726437563797
UBIQUITIN PROTEIN LIGASE ACTIVITY%GOMF%GO:0061630	UBIQUITIN PROTEIN LIGASE ACTIVITY%GOMF%GO:0061630	0.396	0.599726437563797
BIOCARTA_INSULIN_PATHWAY%MSIGDB_C2%BIOCARTA_INSULIN_PATHWAY	BIOCARTA_INSULIN_PATHWAY%MSIGDB_C2%BIOCARTA_INSULIN_PATHWAY	0.396	0.599726437563797
CITALOPRAM ACTION PATHWAY%PATHWHIZ%PW000426	CITALOPRAM ACTION PATHWAY%PATHWHIZ%PW000426	0.396	0.599726437563797
SENSORY PROCESSING OF SOUND%REACTOME%R-HSA-9659379.2	SENSORY PROCESSING OF SOUND%REACTOME%R-HSA-9659379.2	0.396	0.599726437563797
REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME DATABASE ID RELEASE 83%381426	REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME DATABASE ID RELEASE 83%381426	0.396	0.599726437563797
PHYSIOLOGICAL AND PATHOLOGICAL HYPERTROPHY OF THE HEART%WIKIPATHWAYS_20220510%WP1528%HOMO SAPIENS	PHYSIOLOGICAL AND PATHOLOGICAL HYPERTROPHY OF THE HEART%WIKIPATHWAYS_20220510%WP1528%HOMO SAPIENS	0.396	0.599726437563797
ESTABLISHMENT OF PROTEIN LOCALIZATION TO CHROMOSOME%GOBP%GO:0070199	ESTABLISHMENT OF PROTEIN LOCALIZATION TO CHROMOSOME%GOBP%GO:0070199	0.397	0.600219769021739
GLYCOPROTEIN METABOLIC PROCESS%GOBP%GO:0009100	GLYCOPROTEIN METABOLIC PROCESS%GOBP%GO:0009100	0.397	0.600219769021739
CELLULAR RESPONSE TO LIPOPOLYSACCHARIDE%GOBP%GO:0071222	CELLULAR RESPONSE TO LIPOPOLYSACCHARIDE%GOBP%GO:0071222	0.397	0.600219769021739
CARDIAC ATRIUM DEVELOPMENT%GOBP%GO:0003230	CARDIAC ATRIUM DEVELOPMENT%GOBP%GO:0003230	0.397	0.600219769021739
POSITIVE REGULATION OF MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0010661	POSITIVE REGULATION OF MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0010661	0.397	0.600219769021739
N-GLYCAN PROCESSING%GOBP%GO:0006491	N-GLYCAN PROCESSING%GOBP%GO:0006491	0.397	0.600219769021739
CYTOCHROME COMPLEX%GOCC%GO:0070069	CYTOCHROME COMPLEX%GOCC%GO:0070069	0.397	0.600219769021739
PSEUDOPODIUM%GOCC%GO:0031143	PSEUDOPODIUM%GOCC%GO:0031143	0.397	0.600219769021739
MITOCHONDRIAL SMALL RIBOSOMAL SUBUNIT%GOCC%GO:0005763	MITOCHONDRIAL SMALL RIBOSOMAL SUBUNIT%GOCC%GO:0005763	0.397	0.600219769021739
CYTOPLASMIC MICROTUBULE%GOCC%GO:0005881	CYTOPLASMIC MICROTUBULE%GOCC%GO:0005881	0.397	0.600219769021739
ORGANELLAR SMALL RIBOSOMAL SUBUNIT%GOCC%GO:0000314	ORGANELLAR SMALL RIBOSOMAL SUBUNIT%GOCC%GO:0000314	0.397	0.600219769021739
SPHINGOLIPID TRANSFER ACTIVITY%GOMF%GO:0120016	SPHINGOLIPID TRANSFER ACTIVITY%GOMF%GO:0120016	0.397	0.600219769021739
MAP KINASE ACTIVITY%GOMF%GO:0004707	MAP KINASE ACTIVITY%GOMF%GO:0004707	0.397	0.600219769021739
DEFECTIVE B4GALT7 CAUSES EDS, PROGEROID TYPE%REACTOME DATABASE ID RELEASE 83%3560783	DEFECTIVE B4GALT7 CAUSES EDS, PROGEROID TYPE%REACTOME DATABASE ID RELEASE 83%3560783	0.397	0.600219769021739
DEUBIQUITINATION%REACTOME%R-HSA-5688426.3	DEUBIQUITINATION%REACTOME%R-HSA-5688426.3	0.397	0.600219769021739
BRADYKININ CATABOLIC PROCESS%GOBP%GO:0010815	BRADYKININ CATABOLIC PROCESS%GOBP%GO:0010815	0.398	0.601119104173736
POSITIVE REGULATION OF ENDOTHELIAL CELL CHEMOTAXIS BY VEGF-ACTIVATED VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0038033	POSITIVE REGULATION OF ENDOTHELIAL CELL CHEMOTAXIS BY VEGF-ACTIVATED VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0038033	0.398	0.601119104173736
KERATAN SULFATE BIOSYNTHETIC PROCESS%GOBP%GO:0018146	KERATAN SULFATE BIOSYNTHETIC PROCESS%GOBP%GO:0018146	0.398	0.601119104173736
CELL-CELL SIGNALING%GOMF%GO:0007267	CELL-CELL SIGNALING%GOMF%GO:0007267	0.398	0.601119104173736
PID_A6B1_A6B4_INTEGRIN_PATHWAY%MSIGDB_C2%PID_A6B1_A6B4_INTEGRIN_PATHWAY	PID_A6B1_A6B4_INTEGRIN_PATHWAY%MSIGDB_C2%PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.398	0.601119104173736
ZINC INFLUX INTO CELLS BY THE SLC39 GENE FAMILY%REACTOME DATABASE ID RELEASE 83%442380	ZINC INFLUX INTO CELLS BY THE SLC39 GENE FAMILY%REACTOME DATABASE ID RELEASE 83%442380	0.398	0.601119104173736
CHOLESTEROL SYNTHESIS DISORDERS%WIKIPATHWAYS_20220510%WP5193%HOMO SAPIENS	CHOLESTEROL SYNTHESIS DISORDERS%WIKIPATHWAYS_20220510%WP5193%HOMO SAPIENS	0.398	0.601119104173736
VITAMIN B12 DISORDERS%WIKIPATHWAYS_20220510%WP4271%HOMO SAPIENS	VITAMIN B12 DISORDERS%WIKIPATHWAYS_20220510%WP4271%HOMO SAPIENS	0.398	0.601119104173736
NANOPARTICLE TRIGGERED REGULATED NECROSIS%WIKIPATHWAYS_20220510%WP2513%HOMO SAPIENS	NANOPARTICLE TRIGGERED REGULATED NECROSIS%WIKIPATHWAYS_20220510%WP2513%HOMO SAPIENS	0.398	0.601119104173736
NEGATIVE REGULATION OF SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051151	NEGATIVE REGULATION OF SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051151	0.399	0.601744635193133
ANAPHASE-PROMOTING COMPLEX-DEPENDENT CATABOLIC PROCESS%GOBP%GO:0031145	ANAPHASE-PROMOTING COMPLEX-DEPENDENT CATABOLIC PROCESS%GOBP%GO:0031145	0.399	0.601744635193133
POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001238	POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001238	0.399	0.601744635193133
SENSORY PERCEPTION OF LIGHT STIMULUS%GOBP%GO:0050953	SENSORY PERCEPTION OF LIGHT STIMULUS%GOBP%GO:0050953	0.399	0.601744635193133
PLATELET DENSE GRANULE ORGANIZATION%GOBP%GO:0060155	PLATELET DENSE GRANULE ORGANIZATION%GOBP%GO:0060155	0.399	0.601744635193133
PROTEASOME REGULATORY PARTICLE%GOCC%GO:0005838	PROTEASOME REGULATORY PARTICLE%GOCC%GO:0005838	0.399	0.601744635193133
PROTEASOME ACCESSORY COMPLEX%GOCC%GO:0022624	PROTEASOME ACCESSORY COMPLEX%GOCC%GO:0022624	0.399	0.601744635193133
PEPTIDASE ACTIVITY%GOMF%GO:0008233	PEPTIDASE ACTIVITY%GOMF%GO:0008233	0.399	0.601744635193133
PURINE RIBONUCLEOSIDE TRIPHOSPHATE BINDING%GOMF%GO:0035639	PURINE RIBONUCLEOSIDE TRIPHOSPHATE BINDING%GOMF%GO:0035639	0.399	0.601744635193133
ERYTHROPOIETIN ACTIVATES PHOSPHOLIPASE C GAMMA (PLCG)%REACTOME%R-HSA-9027277.1	ERYTHROPOIETIN ACTIVATES PHOSPHOLIPASE C GAMMA (PLCG)%REACTOME%R-HSA-9027277.1	0.399	0.601744635193133
UREA CYCLE AND METABOLISM OF AMINO GROUPS%WIKIPATHWAYS_20220510%WP497%HOMO SAPIENS	UREA CYCLE AND METABOLISM OF AMINO GROUPS%WIKIPATHWAYS_20220510%WP497%HOMO SAPIENS	0.399	0.601744635193133
MRNA PROCESSING%WIKIPATHWAYS_20220510%WP411%HOMO SAPIENS	MRNA PROCESSING%WIKIPATHWAYS_20220510%WP411%HOMO SAPIENS	0.399	0.601744635193133
PATHOGENIC ESCHERICHIA COLI INFECTION%WIKIPATHWAYS_20220510%WP2272%HOMO SAPIENS	PATHOGENIC ESCHERICHIA COLI INFECTION%WIKIPATHWAYS_20220510%WP2272%HOMO SAPIENS	0.399	0.601744635193133
RRNA TRANSCRIPTION%GOBP%GO:0009303	RRNA TRANSCRIPTION%GOBP%GO:0009303	0.4	0.602912292583813
POSITIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001244	POSITIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001244	0.4	0.602912292583813
NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032720	NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032720	0.4	0.602912292583813
PERICENTRIC HETEROCHROMATIN%GOCC%GO:0005721	PERICENTRIC HETEROCHROMATIN%GOCC%GO:0005721	0.4	0.602912292583813
ESTRONE METABOLISM%SMPDB%SMP0030880	ESTRONE METABOLISM%SMPDB%SMP0030880	0.4	0.602912292583813
REGULATION OF MONOATOMIC CATION TRANSMEMBRANE TRANSPORT%GOBP%GO:1904062	REGULATION OF MONOATOMIC CATION TRANSMEMBRANE TRANSPORT%GOBP%GO:1904062	0.401	0.604146790025951
TRANSMEMBRANE TRANSPORTER COMPLEX%GOCC%GO:1902495	TRANSMEMBRANE TRANSPORTER COMPLEX%GOCC%GO:1902495	0.401	0.604146790025951
CILIARY NEUROTROPHIC FACTOR RECEPTOR BINDING%GOMF%GO:0005127	CILIARY NEUROTROPHIC FACTOR RECEPTOR BINDING%GOMF%GO:0005127	0.401	0.604146790025951
TP53 NETWORK%WIKIPATHWAYS_20220510%WP1742%HOMO SAPIENS	TP53 NETWORK%WIKIPATHWAYS_20220510%WP1742%HOMO SAPIENS	0.401	0.604146790025951
NEGATIVE REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050680	NEGATIVE REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050680	0.402	0.604970810323453
HISTONE ACETYLATION%GOBP%GO:0016573	HISTONE ACETYLATION%GOBP%GO:0016573	0.402	0.604970810323453
PROTEIN LOCALIZATION TO ENDOSOME%GOBP%GO:0036010	PROTEIN LOCALIZATION TO ENDOSOME%GOBP%GO:0036010	0.402	0.604970810323453
REGULATION OF PROTEIN POLYUBIQUITINATION%GOBP%GO:1902914	REGULATION OF PROTEIN POLYUBIQUITINATION%GOBP%GO:1902914	0.402	0.604970810323453
STEROID BIOSYNTHETIC PROCESS%GOBP%GO:0006694	STEROID BIOSYNTHETIC PROCESS%GOBP%GO:0006694	0.402	0.604970810323453
REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903037	REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903037	0.402	0.604970810323453
MEDIATOR COMPLEX%GOCC%GO:0016592	MEDIATOR COMPLEX%GOCC%GO:0016592	0.402	0.604970810323453
PID_HNF3A_PATHWAY%MSIGDB_C2%PID_HNF3A_PATHWAY	PID_HNF3A_PATHWAY%MSIGDB_C2%PID_HNF3A_PATHWAY	0.402	0.604970810323453
EXTRACELLULAR MATRIX ORGANIZATION%REACTOME DATABASE ID RELEASE 83%1474244	EXTRACELLULAR MATRIX ORGANIZATION%REACTOME DATABASE ID RELEASE 83%1474244	0.402	0.604970810323453
DECTIN-2 FAMILY%REACTOME%R-HSA-5621480.3	DECTIN-2 FAMILY%REACTOME%R-HSA-5621480.3	0.402	0.604970810323453
HEART VALVE DEVELOPMENT%GOBP%GO:0003170	HEART VALVE DEVELOPMENT%GOBP%GO:0003170	0.403	0.60606588579795
REGULATION OF MITOCHONDRIAL DNA METABOLIC PROCESS%GOBP%GO:1901858	REGULATION OF MITOCHONDRIAL DNA METABOLIC PROCESS%GOBP%GO:1901858	0.403	0.60606588579795
REGULATION OF BILE ACID METABOLIC PROCESS%GOBP%GO:1904251	REGULATION OF BILE ACID METABOLIC PROCESS%GOBP%GO:1904251	0.403	0.60606588579795
ATP BIOSYNTHESIS%BIOCYC%PWY-7980	ATP BIOSYNTHESIS%BIOCYC%PWY-7980	0.403	0.60606588579795
RRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-6790901.4	RRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-6790901.4	0.403	0.60606588579795
GOLGI CISTERNAE PERICENTRIOLAR STACK REORGANIZATION%REACTOME%R-HSA-162658.1	GOLGI CISTERNAE PERICENTRIOLAR STACK REORGANIZATION%REACTOME%R-HSA-162658.1	0.403	0.60606588579795
POSITIVE REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050857	POSITIVE REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050857	0.404	0.606272420768712
PODOCYTE CELL MIGRATION%GOBP%GO:0090521	PODOCYTE CELL MIGRATION%GOBP%GO:0090521	0.404	0.606272420768712
RESPONSE TO ESTRADIOL%GOBP%GO:0032355	RESPONSE TO ESTRADIOL%GOBP%GO:0032355	0.404	0.606272420768712
POSITIVE REGULATION OF INSULIN SECRETION INVOLVED IN CELLULAR RESPONSE TO GLUCOSE STIMULUS%GOBP%GO:0035774	POSITIVE REGULATION OF INSULIN SECRETION INVOLVED IN CELLULAR RESPONSE TO GLUCOSE STIMULUS%GOBP%GO:0035774	0.404	0.606272420768712
REGULATION OF GENE EXPRESSION BY GENOMIC IMPRINTING%GOBP%GO:0006349	REGULATION OF GENE EXPRESSION BY GENOMIC IMPRINTING%GOBP%GO:0006349	0.404	0.606272420768712
REGULATION OF TISSUE REMODELING%GOBP%GO:0034103	REGULATION OF TISSUE REMODELING%GOBP%GO:0034103	0.404	0.606272420768712
'DE NOVO' POST-TRANSLATIONAL PROTEIN FOLDING%GOBP%GO:0051084	'DE NOVO' POST-TRANSLATIONAL PROTEIN FOLDING%GOBP%GO:0051084	0.404	0.606272420768712
NEGATIVE REGULATION OF CELL CYCLE%GOMF%GO:0045786	NEGATIVE REGULATION OF CELL CYCLE%GOMF%GO:0045786	0.404	0.606272420768712
TRANSCRIPTION BY RNA POLYMERASE II%GOMF%GO:0006366	TRANSCRIPTION BY RNA POLYMERASE II%GOMF%GO:0006366	0.404	0.606272420768712
REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOMF%GO:0000079	REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOMF%GO:0000079	0.404	0.606272420768712
NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY%GOMF%GO:1904030	NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY%GOMF%GO:1904030	0.404	0.606272420768712
MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE BINDING%GOMF%GO:0031435	MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE BINDING%GOMF%GO:0031435	0.404	0.606272420768712
REGULATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY%GOMF%GO:1904029	REGULATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY%GOMF%GO:1904029	0.404	0.606272420768712
CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE INHIBITOR ACTIVITY%GOMF%GO:0004861	CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE INHIBITOR ACTIVITY%GOMF%GO:0004861	0.404	0.606272420768712
NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOMF%GO:0045736	NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOMF%GO:0045736	0.404	0.606272420768712
L-LYSINE DEGRADATION (PIPECOLATE PATHWAY)%BIOCYC%PWY66-425	L-LYSINE DEGRADATION (PIPECOLATE PATHWAY)%BIOCYC%PWY66-425	0.404	0.606272420768712
PID_TRAIL_PATHWAY%MSIGDB_C2%PID_TRAIL_PATHWAY	PID_TRAIL_PATHWAY%MSIGDB_C2%PID_TRAIL_PATHWAY	0.404	0.606272420768712
TRAIL SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRAIL SIGNALING PATHWAY	TRAIL SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRAIL SIGNALING PATHWAY	0.404	0.606272420768712
FORMATION OF TC-NER PRE-INCISION COMPLEX%REACTOME%R-HSA-6781823.1	FORMATION OF TC-NER PRE-INCISION COMPLEX%REACTOME%R-HSA-6781823.1	0.404	0.606272420768712
METHYLATION%GOBP%GO:0032259	METHYLATION%GOBP%GO:0032259	0.405	0.607158976086224
GLUTAMATE CATABOLIC PROCESS%GOBP%GO:0006538	GLUTAMATE CATABOLIC PROCESS%GOBP%GO:0006538	0.405	0.607158976086224
REGULATION OF G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0008277	REGULATION OF G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0008277	0.405	0.607158976086224
CARDIAC RIGHT VENTRICLE MORPHOGENESIS%GOBP%GO:0003215	CARDIAC RIGHT VENTRICLE MORPHOGENESIS%GOBP%GO:0003215	0.405	0.607158976086224
MITOTIC INTRA-S DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0031573	MITOTIC INTRA-S DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0031573	0.405	0.607158976086224
CILIARY TRANSITION FIBER%GOCC%GO:0097539	CILIARY TRANSITION FIBER%GOCC%GO:0097539	0.405	0.607158976086224
FIBRONECTIN BINDING%GOMF%GO:0001968	FIBRONECTIN BINDING%GOMF%GO:0001968	0.405	0.607158976086224
PID_IL4_2PATHWAY%MSIGDB_C2%PID_IL4_2PATHWAY	PID_IL4_2PATHWAY%MSIGDB_C2%PID_IL4_2PATHWAY	0.405	0.607158976086224
IRF3-MEDIATED INDUCTION OF TYPE I IFN%REACTOME DATABASE ID RELEASE 83%3270619	IRF3-MEDIATED INDUCTION OF TYPE I IFN%REACTOME DATABASE ID RELEASE 83%3270619	0.405	0.607158976086224
PLASMA LIPOPROTEIN PARTICLE REMODELING%GOBP%GO:0034369	PLASMA LIPOPROTEIN PARTICLE REMODELING%GOBP%GO:0034369	0.406	0.607362536410486
ENDOTHELIUM DEVELOPMENT%GOBP%GO:0003158	ENDOTHELIUM DEVELOPMENT%GOBP%GO:0003158	0.406	0.607362536410486
SPINDLE ORGANIZATION%GOBP%GO:0007051	SPINDLE ORGANIZATION%GOBP%GO:0007051	0.406	0.607362536410486
PROTEIN-LIPID COMPLEX REMODELING%GOBP%GO:0034368	PROTEIN-LIPID COMPLEX REMODELING%GOBP%GO:0034368	0.406	0.607362536410486
TRANSLATION%GOBP%GO:0006412	TRANSLATION%GOBP%GO:0006412	0.406	0.607362536410486
NEGATIVE REGULATION OF MITOTIC CELL CYCLE%GOBP%GO:0045930	NEGATIVE REGULATION OF MITOTIC CELL CYCLE%GOBP%GO:0045930	0.406	0.607362536410486
ICOSANOID BIOSYNTHETIC PROCESS%GOBP%GO:0046456	ICOSANOID BIOSYNTHETIC PROCESS%GOBP%GO:0046456	0.406	0.607362536410486
CELLULAR RESPONSE TO GAMMA RADIATION%GOBP%GO:0071480	CELLULAR RESPONSE TO GAMMA RADIATION%GOBP%GO:0071480	0.406	0.607362536410486
SNRNP BINDING%GOMF%GO:0070990	SNRNP BINDING%GOMF%GO:0070990	0.406	0.607362536410486
RIBONUCLEOTIDE BINDING%GOMF%GO:0032553	RIBONUCLEOTIDE BINDING%GOMF%GO:0032553	0.406	0.607362536410486
FUCOSE BINDING%GOMF%GO:0042806	FUCOSE BINDING%GOMF%GO:0042806	0.406	0.607362536410486
OXIDOREDUCTASE ACTIVITY, ACTING ON NAD(P)H, QUINONE OR SIMILAR COMPOUND AS ACCEPTOR%GOMF%GO:0016655	OXIDOREDUCTASE ACTIVITY, ACTING ON NAD(P)H, QUINONE OR SIMILAR COMPOUND AS ACCEPTOR%GOMF%GO:0016655	0.406	0.607362536410486
BCR-ABL ACTION IN CML PATHOGENESIS%SMPDB%SMP0031692	BCR-ABL ACTION IN CML PATHOGENESIS%SMPDB%SMP0031692	0.406	0.607362536410486
DASATINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032594	DASATINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032594	0.406	0.607362536410486
NILOTINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032595	NILOTINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032595	0.406	0.607362536410486
BOSUTINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032596	BOSUTINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032596	0.406	0.607362536410486
BAFETINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032597	BAFETINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032597	0.406	0.607362536410486
PONATINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032598	PONATINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032598	0.406	0.607362536410486
VLDL CLEARANCE%REACTOME DATABASE ID RELEASE 83%8964046	VLDL CLEARANCE%REACTOME DATABASE ID RELEASE 83%8964046	0.406	0.607362536410486
NEGATIVE REGULATION OF PROTEIN LOCALIZATION%GOBP%GO:1903828	NEGATIVE REGULATION OF PROTEIN LOCALIZATION%GOBP%GO:1903828	0.407	0.608381394828165
REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022407	REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022407	0.407	0.608381394828165
REGULATION OF ATRIAL CARDIAC MUSCLE CELL MEMBRANE REPOLARIZATION%GOBP%GO:0060372	REGULATION OF ATRIAL CARDIAC MUSCLE CELL MEMBRANE REPOLARIZATION%GOBP%GO:0060372	0.407	0.608381394828165
NEGATIVE REGULATION BY HOST OF VIRAL GENOME REPLICATION%GOBP%GO:0044828	NEGATIVE REGULATION BY HOST OF VIRAL GENOME REPLICATION%GOBP%GO:0044828	0.407	0.608381394828165
RIBONUCLEASE MRP COMPLEX%GOCC%GO:0000172	RIBONUCLEASE MRP COMPLEX%GOCC%GO:0000172	0.407	0.608381394828165
C4-DICARBOXYLATE TRANSPORT%GOMF%GO:0015740	C4-DICARBOXYLATE TRANSPORT%GOMF%GO:0015740	0.407	0.608381394828165
C4-DICARBOXYLATE TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:0015556	C4-DICARBOXYLATE TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:0015556	0.407	0.608381394828165
RESPONSE TO MAGNESIUM ION%GOBP%GO:0032026	RESPONSE TO MAGNESIUM ION%GOBP%GO:0032026	0.408	0.609398657718121
RESPONSE TO TYPE I INTERFERON%GOBP%GO:0034340	RESPONSE TO TYPE I INTERFERON%GOBP%GO:0034340	0.408	0.609398657718121
GLUTATHIONE METABOLIC PROCESS%GOBP%GO:0006749	GLUTATHIONE METABOLIC PROCESS%GOBP%GO:0006749	0.408	0.609398657718121
NEGATIVE REGULATION OF PROTEIN CATABOLIC PROCESS%GOBP%GO:0042177	NEGATIVE REGULATION OF PROTEIN CATABOLIC PROCESS%GOBP%GO:0042177	0.408	0.609398657718121
MIDBODY%GOCC%GO:0030496	MIDBODY%GOCC%GO:0030496	0.408	0.609398657718121
CALMODULIN BINDING%GOMF%GO:0005516	CALMODULIN BINDING%GOMF%GO:0005516	0.408	0.609398657718121
LECTIN PATHWAY OF COMPLEMENT ACTIVATION%REACTOME DATABASE ID RELEASE 83%166662	LECTIN PATHWAY OF COMPLEMENT ACTIVATION%REACTOME DATABASE ID RELEASE 83%166662	0.408	0.609398657718121
REGULATION OF SMOOTH MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0034391	REGULATION OF SMOOTH MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0034391	0.409	0.610619074239714
LYSOSOMAL MICROAUTOPHAGY%GOBP%GO:0016237	LYSOSOMAL MICROAUTOPHAGY%GOBP%GO:0016237	0.409	0.610619074239714
ARF6 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ARF6 SIGNALING EVENTS	ARF6 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ARF6 SIGNALING EVENTS	0.409	0.610619074239714
